Full Design,NFE,Target Ratio Objective,Stiffness Objective,Feasibility Score,Stability Score
111000001010000001000111001010001101,6199,0.08,-0.735294117647059,1.1102230246251565E-16,0.6000000000000001
111000001000000001000111001001001111,3410,0.13333333333333336,-0.8106967913456364,1.1102230246251565E-16,0.6000000000000001
111101011101010001001011101011101111,135,0.019378859133511894,-0.4874904403036619,1.1102230246251565E-16,1.0
111000001010000001001111001010001101,4399,0.040000000000000015,-0.6535947712418303,1.1102230246251565E-16,0.6000000000000001
000000000000000000010010000000100000,0,0.1998,-2.3144273954905084E-5,0.6000000000000001,0.40000000000000013
111101001000000001001011000001011111,1520,0.0364686971895446,-0.580142217423906,1.1102230246251565E-16,0.9
111000001000000001000111001010001101,5140,0.12000000000000002,-0.7843137254901964,1.1102230246251565E-16,0.6000000000000001
111100001000000101001011010001001111,589,0.09850610541515843,-0.6851272849423612,1.1102230246251565E-16,0.7000000000000001
111000001000000001000111001010001111,3736,0.13333333333333336,-0.8304498269896196,1.1102230246251565E-16,0.6000000000000001
111101001000010001001101001001001111,2578,0.0,-0.5517943108531483,1.1102230246251565E-16,1.0
111000001010000001001101001010001111,5667,0.039999999999999945,-0.6535947712418301,1.1102230246251565E-16,0.6000000000000001
110100001000000000000011000001001111,1675,0.18679182349373774,-0.8494897069790367,1.1102230246251565E-16,0.7000000000000001
111101001000010101000011000001001111,1790,0.0543881470391099,-0.6160183780080023,1.1102230246251565E-16,0.9
111000001010010101000111001010001111,8650,0.07904680779801188,-0.7073734314914859,1.1102230246251565E-16,0.9
111100001000000001001001000000001111,1599,0.050000000000000024,-0.6105900030382975,1.1102230246251565E-16,0.30000000000000016
101000001010000001000111001010001101,6018,0.049999999999999975,-0.6722689075630253,0.20000000000000018,0.6000000000000001
111000001010000001000111001010001101,3795,0.08,-0.735294117647059,1.1102230246251565E-16,0.6000000000000001
111001100010000101000100000101000110,250,0.03814943604058156,-0.3743883071863783,1.1102230246251565E-16,1.0
111000001010000001000111001010001111,4089,0.1,-0.7843137254901962,1.1102230246251565E-16,0.6000000000000001
111000001010000001001111001010001111,6126,0.06666666666666665,-0.7058823529411767,1.1102230246251565E-16,0.6000000000000001
111000001010000001000110011000000111,4382,0.19506672496979613,-0.908736825518374,1.1102230246251565E-16,0.8
111000001010000001001111001010001111,8373,0.06666666666666665,-0.7058823529411767,1.1102230246251565E-16,0.6000000000000001
111000001010000001000101001010001111,7986,0.07999999999999996,-0.7352941176470588,1.1102230246251565E-16,0.6000000000000001
111100001000000001000111001001001111,2289,0.12591379198677025,-0.7939875853986266,1.1102230246251565E-16,0.8
111000001010000001001111001010001101,5983,0.040000000000000015,-0.6535947712418303,1.1102230246251565E-16,0.6000000000000001
111100001000000001000011000000001111,1318,0.12,-0.7632375037978716,1.1102230246251565E-16,0.5000000000000001
111000001010000001000110001010000101,5120,0.16,-0.8403361344537817,1.1102230246251565E-16,0.6000000000000001
111000001010010001001111001010001111,9846,0.03333333333333337,-0.6417112299465241,1.1102230246251565E-16,0.6000000000000001
111101001000000101001011010001001111,1665,0.06902774083057468,-0.630968230633342,1.1102230246251565E-16,0.7000000000000001
111000001010000001000110001010000111,9498,0.16666666666666669,-0.8823529411764707,1.1102230246251565E-16,0.6000000000000001
111000001010000001000111001010001111,8584,0.1,-0.7843137254901962,1.1102230246251565E-16,0.6000000000000001
111000001010000001000111001000001111,4998,0.13333333333333336,-0.8304498269896196,1.1102230246251565E-16,0.6000000000000001
110100001000000000000011000000001111,1059,0.2,-0.8770328448738112,1.1102230246251565E-16,0.5000000000000001
111000011001000001001011000011101111,367,0.08617485829425883,-0.5878003101062009,1.1102230246251565E-16,0.9
101000001010000001001111001010001111,6171,0.039999999999999945,-0.6535947712418301,1.1102230246251565E-16,0.6000000000000001
111000001010000001001111001010001101,4134,0.040000000000000015,-0.6535947712418303,1.1102230246251565E-16,0.6000000000000001
111101001000000001000011000001001111,754,0.0747167293974951,-0.6690201008136756,1.1102230246251565E-16,0.7000000000000001
111100001000000001000011000001001111,1197,0.11207509409624264,-0.7485308115716505,1.1102230246251565E-16,0.7000000000000001
101001001010000001000101001000001111,3005,0.050000000000000024,-0.627450980392157,1.1102230246251565E-16,0.6000000000000001
111000001010000001000101001010001101,7965,0.049999999999999975,-0.6722689075630252,0.40000000000000013,0.6000000000000001
111000001010000001000110001010000111,9702,0.16666666666666669,-0.8823529411764707,1.1102230246251565E-16,0.6000000000000001
100000100001010100000000010000000100,0,0.1998,-1.235668443850089E-5,1.1102230246251565E-16,0.9
111000001010000001000111001010001101,8116,0.08,-0.735294117647059,1.1102230246251565E-16,0.6000000000000001
111101001000010101001011000001001111,1520,0.02126714673389003,-0.5668637171624462,1.1102230246251565E-16,0.9
111000001010000001001111001010001111,3751,0.06666666666666665,-0.7058823529411767,1.1102230246251565E-16,0.6000000000000001
111000001010000001001111001010001101,4390,0.040000000000000015,-0.6535947712418303,1.1102230246251565E-16,0.6000000000000001
111000001000000001000110011010000111,9052,0.19506672496979613,-0.9087368255183742,1.1102230246251565E-16,0.8
101000001010000001000101001010001111,7565,0.050000000000000024,-0.6722689075630253,0.40000000000000013,0.6000000000000001
011001100001000111000101001000101010,214,0.05877625525189678,-0.4774162124372509,1.1102230246251565E-16,0.8
111101001000000001001011000000001111,834,0.039999999999999945,-0.6059841592117976,1.1102230246251565E-16,0.5000000000000001
111000001010000001000110001010000111,5715,0.16666666666666669,-0.8823529411764707,1.1102230246251565E-16,0.6000000000000001
111000001000000001000110011010000111,6070,0.19506672496979613,-0.9087368255183742,1.1102230246251565E-16,0.8
111101011101010001001011101011101111,174,0.019378859133511894,-0.4874904403036619,1.1102230246251565E-16,1.0
100110001000000100000010101011100111,174,0.17858590146066106,-0.7628648288760335,1.1102230246251565E-16,1.0
011001100001000111000001001000101010,123,0.01686790030801093,-0.38609037818501446,1.1102230246251565E-16,0.7000000000000001
111011001010010001000111001010001101,5023,0.022589783284266373,-0.6015570084237258,1.1102230246251565E-16,0.8
111000001010000001000111101010001111,4046,0.09786967187213083,-0.7430095321094341,1.1102230246251565E-16,0.8
111000001000000001000111001010001111,5175,0.13333333333333336,-0.8304498269896196,1.1102230246251565E-16,0.6000000000000001
111000001000000001000111001010001111,5296,0.13333333333333336,-0.8304498269896196,1.1102230246251565E-16,0.6000000000000001
101001101111000111000001001000101111,0,0.02746762219183645,-0.44528249413133225,1.1102230246251565E-16,1.0
111101011100010001001011000001001111,1000,0.0,-0.507397244757954,1.1102230246251565E-16,0.9
111000001000000001001011010001001111,681,0.09295147574964609,-0.6807160754673804,1.1102230246251565E-16,0.5000000000000001
111000001010000001000110001010000111,8053,0.16666666666666669,-0.8823529411764707,1.1102230246251565E-16,0.6000000000000001
111000001010000001000110011010000111,8549,0.1650222416565987,-0.8589049853081049,1.1102230246251565E-16,0.8
111001001010000001000101001010011111,3579,0.03898178078070917,-0.6218127002670744,1.1102230246251565E-16,0.8
111000001010000001001111001010001111,4644,0.06666666666666665,-0.7058823529411767,1.1102230246251565E-16,0.6000000000000001
111000001010000001001111001010001111,8848,0.06666666666666665,-0.7058823529411767,1.1102230246251565E-16,0.6000000000000001
111101001000000001000011000000001111,1677,0.07999999999999996,-0.6755806594546968,1.1102230246251565E-16,0.5000000000000001
111101001000010101001011000001001111,1742,0.02126714673389003,-0.5668637171624462,1.1102230246251565E-16,0.9
111101011000010001001111001001001111,2167,0.029819116725709582,-0.570615427845652,1.1102230246251565E-16,1.0
111001001010010001001111001010001111,3627,0.0,-0.5882352941176473,1.1102230246251565E-16,0.6000000000000001
101000001010000001000101001010001101,7931,0.0,-0.5882352941176472,1.0,0.6000000000000001
110100001001000100000010100001010101,490,0.17078367993089585,-0.7573160053028717,1.1102230246251565E-16,0.9
111101001000010101001011000001001111,1193,0.02126714673389003,-0.5668637171624462,1.1102230246251565E-16,0.9
101000001010000001001111001010001111,6091,0.039999999999999945,-0.6535947712418301,1.1102230246251565E-16,0.6000000000000001
111100001000000001000001000001001111,958,0.09187896968583882,-0.6908119755732617,0.20000000000000018,0.5000000000000001
111001001000000101001011000001001111,724,0.05777062951695626,-0.617833191084217,1.1102230246251565E-16,0.7000000000000001
111000001010010011001111001010001111,5571,0.032623223957376934,-0.6160764570129538,1.1102230246251565E-16,0.8
111100001000000001000011000000001111,1402,0.12,-0.7632375037978716,1.1102230246251565E-16,0.5000000000000001
000001000001000010110001100101001000,0,0.33313404573915795,-0.12254440127659398,1.1102230246251565E-16,1.0
