Full Design,NFE,Penalized Target Ratio Objective,Penalized Stiffness Objective,True Target Ratio Objective,True Stiffness Objective,Feasibility Score,Stability Score
101000001010000001000100001000000101,7928,0.2,-0.7843137254901958,1.0,6666.666666666664,1.0,0.6000000000000001
101100001000000001000101001001001101,8358,0.059638233451419165,-0.6150959726775999,0.2981911672570958,5228.315767759599,1.0,0.8
101100001000000001000101001001001101,4855,0.059638233451419165,-0.6150959726775999,0.2981911672570958,5228.315767759599,1.0,0.8
101100001000000001000101001001001101,7973,0.059638233451419165,-0.6150959726775999,0.2981911672570958,5228.315767759599,1.0,0.8
101000001010000001000101001000101101,6835,0.08912586197027975,-0.6550570904780123,0.4456293098513987,5567.985269063104,1.0,0.9
101000001010000001000101001001001101,4633,0.041948359047953465,-0.5905025267061761,0.20974179523976733,5019.271477002497,1.0,0.8
101100001000000001000101001001001101,2319,0.059638233451419165,-0.6150959726775999,0.2981911672570958,5228.315767759599,1.0,0.8
101000001010000001000101001001001101,4567,0.041948359047953465,-0.5905025267061761,0.20974179523976733,5019.271477002497,1.0,0.8
101000001010000001000101001010001101,7949,0.0,-0.5882352941176469,0.0,4999.999999999998,1.0,0.6000000000000001
101000001010000001000101001000101101,8685,0.08912586197027975,-0.6550570904780123,0.4456293098513987,5567.985269063104,1.0,0.9
101000001010000001000100001000100101,4966,0.1910195140786865,-0.7657684330595227,0.9550975703934326,6509.031681005943,1.0,0.9
101100001000000001000101001001001101,3730,0.059638233451419165,-0.6150959726775999,0.2981911672570958,5228.315767759599,1.0,0.8
101000001010000001000100001010000101,3539,0.13333333333333336,-0.7058823529411763,0.6666666666666667,5999.999999999998,1.0,0.6000000000000001
101000001010000001000100001000000101,4046,0.2,-0.7843137254901958,1.0,6666.666666666664,1.0,0.6000000000000001
101000001010000001000100001000100101,7834,0.1910195140786865,-0.7657684330595227,0.9550975703934326,6509.031681005943,1.0,0.9
101000001010000001000101001000101101,8843,0.08912586197027975,-0.6550570904780123,0.4456293098513987,5567.985269063104,1.0,0.9
111100000010000001000101001001001100,1690,0.23642865045392003,-0.17861419774509352,0.07289950418781865,3403.9350525723235,0.6000000000000001,0.8
101100001000000001000101001001001101,1746,0.059638233451419165,-0.6150959726775999,0.2981911672570958,5228.315767759599,1.0,0.8
101000001010000001000101001010001101,4870,0.0,-0.5882352941176469,0.0,4999.999999999998,1.0,0.6000000000000001
101000001010000001000101001000001101,7543,0.06666666666666668,-0.6417112299465237,0.33333333333333337,5454.545454545452,1.0,0.6000000000000001
111001101110010001001111011010001111,725,15.858760916602286,15.313824759727625,0.00540579709669442,4622.767478370234,1.1102230246251565E-16,1.0
000000010101011110001010001111100010,0,16.057479757182946,15.857677505310082,0.999,0.019140919340653997,1.1102230246251565E-16,1.0
101000001010000001000101001000101101,3410,0.08912586197027975,-0.6550570904780123,0.4456293098513987,5567.985269063104,1.0,0.9
101100001000000001000101001010001101,3217,0.041948359047953424,-0.590502526706176,0.2097417952397671,5019.271477002496,1.0,0.8
101000001010000001000101001000101101,3615,0.08912586197027975,-0.6550570904780123,0.4456293098513987,5567.985269063104,1.0,0.9
101100001000000001000101011001001111,1636,0.32672611286084247,-0.4728809575888771,0.5243868162224308,5905.202511244484,0.6000000000000001,0.8
101000001000000001000100001010000101,4441,0.2,-0.7843137254901958,1.0,6666.666666666664,1.0,0.6000000000000001
101000001010000001000100001000000101,6449,0.2,-0.7843137254901958,1.0,6666.666666666664,1.0,0.6000000000000001
110000001010000000000101011011001101,1387,0.8517375860792598,-0.020791234021250382,0.7638379087162064,6117.9705260367855,0.20000000000000018,0.8
101000001010000001000101001000001101,8898,0.06666666666666668,-0.6417112299465237,0.33333333333333337,5454.545454545452,1.0,0.6000000000000001
111000001010010001001111011100001111,781,15.925191941444043,15.208559193246211,0.3375609213054801,5517.524793462253,1.1102230246251565E-16,0.8
101100001000000001000101001001001101,1731,0.059638233451419165,-0.6150959726775999,0.2981911672570958,5228.315767759599,1.0,0.8
101000001010000001000101001000001101,9383,0.06666666666666668,-0.6417112299465237,0.33333333333333337,5454.545454545452,1.0,0.6000000000000001
101100001000000001000101001011001101,1858,0.04940593026310129,-0.570615427845652,0.24702965131550647,4850.231136688042,1.0,1.0
101000001010000001000101001000101101,4503,0.08912586197027975,-0.6550570904780123,0.4456293098513987,5567.985269063104,1.0,0.9
101000001010000001000101001000001101,5735,0.06666666666666668,-0.6417112299465237,0.33333333333333337,5454.545454545452,1.0,0.6000000000000001
101100001000000001000101001001001101,4267,0.059638233451419165,-0.6150959726775999,0.2981911672570958,5228.315767759599,1.0,0.8
111000001010010001001111011110001111,735,15.905867017004768,15.232481848161113,0.2409362991091104,5314.182226685594,1.1102230246251565E-16,0.8
100100001000000000000101001001001101,1834,0.17891470035425755,-0.7287036029625047,0.8945735017712878,6193.98062518129,1.0,0.8
101000001010000001000101001000001101,4597,0.06666666666666668,-0.6417112299465237,0.33333333333333337,5454.545454545452,1.0,0.6000000000000001
101000001010000001000100001000000101,7938,0.2,-0.7843137254901958,1.0,6666.666666666664,1.0,0.6000000000000001
111000001010000001000111011111001111,544,15.962547136027759,15.149066757482542,0.5243368942240623,6023.21049745344,1.1102230246251565E-16,0.8
101110001000000001000101011001001101,2187,0.09671933560063699,-0.6423968461366204,0.48359667800318495,5460.373192161273,1.0,0.8
101000001010000001000101001000101101,8625,0.08912586197027975,-0.6550570904780123,0.4456293098513987,5567.985269063104,1.0,0.9
101000001010000001000100001000100101,6295,0.1910195140786865,-0.7657684330595227,0.9550975703934326,6509.031681005943,1.0,0.9
