Full Design,NFE,Penalized Target Ratio Objective,Penalized Stiffness Objective,Feasibility Score,Stability Score
100010001000000000000100001000010101,6972,0.09719102074521484,-0.914710810471064,1.0,0.9
101100001010000001000100001010010101,8860,0.01987941115047306,-0.6150959726776001,1.0,1.0
101100001000000001000101001010011101,5984,0.009939705575236527,-0.5706154278456519,1.0,1.0
100100001000000000000101001010011101,5206,0.02981911672570959,-0.6670974743304074,1.0,1.0
101100001010000001000101001010011101,5632,0.0,-0.5321342441674862,1.0,1.0
100100001000000000000100001000010101,7786,0.059638233451419186,-0.8937847873379051,1.0,1.0
100100001000000000000101001010011101,7156,0.02981911672570959,-0.6670974743304074,1.0,1.0
100100001000000000000100001010010101,9358,0.049698527876182653,-0.8028460464800199,1.0,1.0
100010001000000000000101001010011101,6210,0.03718127421479806,-0.7239677883528386,1.0,1.0
101010001000000001000100001010010101,6262,0.03718127421479807,-0.7239677883528388,1.0,1.0
100000001000000100000101000110011101,680,0.031209038073096516,-0.6428010313377783,1.0,1.0
100100001000000000000100001010010101,8854,0.049698527876182653,-0.8028460464800199,1.0,1.0
000111110110010100010010001100100010,0,11.901217423912133,11.425197648151865,1.3877787807814457E-16,1.0
101010001000000001000101001010011101,5672,0.02005352180819111,-0.6251344947560632,1.0,1.0
101100001010000001000100001000010101,5354,0.02981911672570959,-0.6670974743304074,1.0,1.0
101100001000000011000101001010011101,9024,0.009441987724196273,-0.5449619390846638,1.0,1.0
101000101001000001011010101001110101,0,11.938606992873659,11.422843224780776,1.3877787807814457E-16,0.9
100100001000000000000101001010011101,8134,0.02981911672570959,-0.6670974743304074,1.0,1.0
100100001000000000000100001010010101,4580,0.049698527876182653,-0.8028460464800199,1.0,1.0
101100001000000001000101001010011101,6884,0.009939705575236527,-0.5706154278456519,1.0,1.0
000010001000000010000100000100110001,352,0.20009489044278037,-0.5498682586819528,0.8,0.8
101100001000000001000100001010010101,5970,0.02981911672570959,-0.6670974743304074,1.0,1.0
101100001010000001000100001000010101,5918,0.02981911672570959,-0.6670974743304074,1.0,1.0
101100001000000001000101001010011101,7306,0.009939705575236527,-0.5706154278456519,1.0,1.0
100100001000000000000101001010011101,4066,0.02981911672570959,-0.6670974743304074,1.0,1.0
100100001000000000000101001010011101,7580,0.02981911672570959,-0.6670974743304074,1.0,1.0
100100001000000000000100001010010101,2484,0.049698527876182653,-0.8028460464800199,1.0,1.0
100100001000000000000101000110011101,850,0.02199980357819297,-0.5824060853872669,1.0,1.0
101100001000000001000100001010010101,1804,0.02981911672570959,-0.6670974743304074,1.0,1.0
100100001000000000000100001010010101,5024,0.049698527876182653,-0.8028460464800199,1.0,1.0
101100001010000011000100001010010101,9652,0.018883975448392553,-0.5832246426841105,1.0,1.0
100010001000000000000101001110011101,476,0.03556598075249552,-0.6807454831661484,1.0,1.0
100100001000000000000100001010010101,8892,0.049698527876182653,-0.8028460464800199,1.0,1.0
100100001000000000000100001010010101,9310,0.049698527876182653,-0.8028460464800199,1.0,1.0
100100001010000010000100001000010101,6828,0.0472099386209814,-0.7388530201040999,1.0,1.0
101100001010000001000101001010011101,4684,0.0,-0.5321342441674862,1.0,1.0
100010001000000000000101001010011101,5920,0.03718127421479806,-0.7239677883528386,1.0,1.0
100010001000000000000100001000010101,1022,0.09719102074521484,-0.914710810471064,1.0,0.9
101100001000000001000100001000010101,6532,0.03975882230094612,-0.7287036029625051,1.0,1.0
101100001000000001000101001010011101,5774,0.009939705575236527,-0.5706154278456519,1.0,1.0
101100001010000001000100001010010101,7878,0.01987941115047306,-0.6150959726776001,1.0,1.0
101100001000000001000101001010011101,4036,0.009939705575236527,-0.5706154278456519,1.0,1.0
100100001000000000000100001010010101,9522,0.049698527876182653,-0.8028460464800199,1.0,1.0
100100001000000000000101001010011101,8382,0.02981911672570959,-0.6670974743304074,1.0,1.0
100100001000000010000100001010010101,6416,0.0472099386209814,-0.7388530201040999,1.0,1.0
