Full Design,NFE,Penalized Target Ratio Objective,Penalized Stiffness Objective,Feasibility Score,Stability Score
000000001000000100000000010100010001,286,0.2508753548010497,-0.17367318768201956,0.6000000000000001,0.7000000000000001
101010001000000001000100001010010101,7680,0.058541675889758164,-0.7188085616385829,1.0,1.0
101110001000000001000100101010010101,3770,0.042197923345997465,-0.6288265802099167,1.0,1.0
101100001000000001000101001000111101,3528,0.02846675565122207,-0.5896406711026457,1.0,1.0
101010001000000001000100101010010101,9658,0.04915546417120757,-0.6727310451327506,1.0,1.0
101100001000000001000100101000010101,3122,0.045308183932197287,-0.6267782481226436,1.0,1.0
101100001000000001000100101000010101,2182,0.045308183932197287,-0.6267782481226436,1.0,1.0
101010001000000001000100001010010101,3590,0.058541675889758164,-0.7188085616385829,1.0,1.0
101010001001000001000101001010011101,9896,0.027529020313418744,-0.5847304891954584,1.0,1.0
101110001000000001000100101010010101,7400,0.042197923345997465,-0.6288265802099167,1.0,1.0
101100001000000001000101001000011101,1602,0.02129515920516251,-0.5742030674696165,1.0,1.0
101110001000000001000101001100111101,3198,0.03235893883446865,-0.6065424002386016,1.0,1.0
101100001000000001000101001100011101,6730,0.019655213285514606,-0.5603398789603065,1.0,1.0
101100001010000001000101001010011101,7100,0.0,-0.51748043253097,1.0,1.0
101110001000000001000100001000110101,3216,0.058254112425965975,-0.6998274766542788,1.0,1.0
101010001000000001000100001010010101,3288,0.058541675889758164,-0.7188085616385829,1.0,1.0
101110001000000001000101001010011101,3676,0.022323337080113196,-0.5830308146850387,1.0,1.0
101010001000000001000100001010010101,4840,0.058541675889758164,-0.7188085616385829,1.0,1.0
100010001000000000000100101010010101,9364,0.06428683200212386,-0.7531185803094718,1.0,1.0
101110001000000001000100101000010101,2480,0.04915546417120757,-0.653485245719413,1.0,1.0
101110001000000001000100001000010101,1320,0.05854167588975816,-0.6960185301333156,1.0,1.0
011110000110011111000101100100011000,150,7.955998443859529,7.609170593325365,1.3877787807814457E-16,1.0
101010001000000001000101001010011101,6676,0.02896790878635085,-0.6207590411129783,1.0,1.0
101110001000000001000100101010010101,9458,0.042197923345997465,-0.6288265802099167,1.0,1.0
101010001000000001000100101010010101,5258,0.04915546417120757,-0.6727310451327506,1.0,1.0
101010001000000001000100101010010101,4738,0.04915546417120757,-0.6727310451327506,1.0,1.0
100110001000000000000100101010010101,4568,0.056610515038364694,-0.6942650518411632,1.0,1.0
100100001000000000001010000100010101,314,0.4389637474483468,0.3723515121070145,0.20000000000000015,0.9
101010001000000001000101001100011101,948,0.02896790878635085,-0.60369064206943,1.0,1.0
101010001000000001000100001010010101,4448,0.058541675889758164,-0.7188085616385829,1.0,1.0
101110001000000001000101001010011101,4760,0.022323337080113196,-0.5830308146850387,1.0,1.0
101010001000000001000100001010010101,9026,0.058541675889758164,-0.7188085616385829,1.0,1.0
101010001000000001000101001010011101,9254,0.02896790878635085,-0.6207590411129783,1.0,1.0
101010001000000001000100001010010101,8362,0.058541675889758164,-0.7188085616385829,1.0,1.0
101100001000000001000100001000010101,1216,0.05677934361918136,-0.6769796195884005,1.0,1.0
100110001000000000000100101000010101,3124,0.06428683200212386,-0.7281198453903827,1.0,1.0
