Full Design,NFE,Target Ratio Objective,Stiffness Objective,Feasibility Score,Stability Score
101000001100000011000001001100001101,8162,1.4802973661668754E-17,-0.44138261380618227,1.0,1.0
100000001111000000000100011000000101,6744,0.06428683200212386,-0.7531185803094718,1.0,1.0
100000001110000000000101011000001101,2828,0.05854167588975816,-0.7188085616385832,1.0,1.0
001000000110000111111100100001110010,218,7.933678687748625,7.5626136552989465,1.3877787807814457E-16,1.0
101000001110000001000001001100001101,2144,2.2204460492503132E-17,-0.46676035322980397,1.0,1.0
100000001110000000000101011000001101,6552,0.05854167588975816,-0.7188085616385832,1.0,1.0
101000001100000111000101001100001101,1416,0.02602904426401582,-0.5895200607300202,1.0,1.0
100000001110000000000101011000001101,4546,0.05854167588975816,-0.7188085616385832,1.0,1.0
001000000110000011010100000001000010,422,0.16248831349744572,-0.23383737783927525,0.6000000000000001,1.0
101000001110000001000101001001001101,3802,0.01342021303555645,-0.5523349172814557,1.0,1.0
101000001100000101000101001100101101,1052,0.0336931210679133,-0.6065811617134655,1.0,1.0
101000001100000011000101001100001101,4808,0.019134240695146427,-0.5755963881095091,1.0,1.0
101000001100000011000101001100001101,6318,0.019134240695146427,-0.5755963881095091,1.0,1.0
101000001100000111000001001100001101,3166,0.013040279742611868,-0.47559446435444097,1.0,1.0
101000001110000001000001001100001101,2372,2.2204460492503132E-17,-0.46676035322980397,1.0,1.0
100000001110000000000101011000001101,6116,0.05854167588975816,-0.7188085616385832,1.0,1.0
100000001110000000000101011000001101,4076,0.05854167588975816,-0.7188085616385832,1.0,1.0
101000001100000011000101001100001101,4324,0.019134240695146427,-0.5755963881095091,1.0,1.0
100000001111000000000101011001001101,8580,0.04219792334599747,-0.6288265802099167,1.0,1.0
101000001110000001000101011000001101,3928,0.028967908786350843,-0.6207590411129783,1.0,1.0
001000001101000001000101001100111001,712,0.009229029210963283,-0.3253056200023226,1.0,1.0
101000001110000001000101011000001101,6124,0.028967908786350843,-0.6207590411129783,1.0,1.0
101000001100000011000101001100001101,7764,0.019134240695146427,-0.5755963881095091,1.0,1.0
110111000110000100010101000001001110,246,7.948040772049008,7.519868417649458,1.3877787807814457E-16,1.0
100000001100000100000101001100011101,720,0.05688941070979437,-0.6216709794955555,1.0,1.0
101000001011000001000101011000001101,6044,0.028691718631901134,-0.6127990667417597,1.0,1.0
100000001100000000000101001100111101,784,0.05861419375042399,-0.6216709794955555,1.0,1.0
101000001100000011000101001100001101,4960,0.019134240695146427,-0.5755963881095091,1.0,1.0
100000001110000000000101011000001101,3750,0.05854167588975816,-0.7188085616385832,1.0,1.0
101000001110000001000101001110001101,4014,7.401486830834377E-18,-0.51748043253097,1.0,1.0
100000001110000000000101011000001101,7682,0.05854167588975816,-0.7188085616385832,1.0,1.0
100000001111000000000100011000000101,7248,0.06428683200212386,-0.7531185803094718,1.0,1.0
000000001110100000000101001110111001,434,0.11771846569219335,-0.2153789033723695,0.6000000000000001,1.0
001000001100000101000101001100011011,664,0.1284627997707908,-0.3278824233345812,0.6000000000000001,1.0
100000001100000000000101001100111101,786,0.05861419375042399,-0.6216709794955555,1.0,1.0
100000001111000000000101011000001101,7292,0.04915546417120757,-0.6727310451327506,1.0,1.0
101000001100000011000101001100011101,1480,0.01844291656922464,-0.5432324448796017,1.0,1.0
101000001110000001000101011000001101,6732,0.028967908786350843,-0.6207590411129783,1.0,1.0
100000001101000000000101001100101101,1764,0.04915546417120757,-0.6534852457194127,1.0,1.0
101000001111000001000101011000001101,6656,0.02778474446029735,-0.5920226362842447,1.0,1.0
101000001110000001000101011000001101,5344,0.028967908786350843,-0.6207590411129783,1.0,1.0
100000001111000000000101011000001101,9136,0.04915546417120757,-0.6727310451327506,1.0,1.0
001010001100000001000101001100111001,656,0.06162557714455363,-0.3588133892679634,0.8,1.0
100000001111000000000101011000001101,3438,0.04915546417120757,-0.6727310451327506,1.0,1.0
101000001111000001000101011000001101,9218,0.02778474446029735,-0.5920226362842447,1.0,1.0
101000001110000001000101011000001101,6268,0.028967908786350843,-0.6207590411129783,1.0,1.0
100000001111000000000100011000000101,7184,0.06428683200212386,-0.7531185803094718,1.0,1.0
100000001110000000000101011000001101,3450,0.05854167588975816,-0.7188085616385832,1.0,1.0
100000001111000000000101011000001101,9884,0.04915546417120757,-0.6727310451327506,1.0,1.0
101000001110000001000101001100001101,3582,0.013420213035556464,-0.5523349172814558,1.0,1.0
101000001110000001000101011000001101,7798,0.028967908786350843,-0.6207590411129783,1.0,1.0
100000001110000000000101011000001101,5444,0.05854167588975816,-0.7188085616385832,1.0,1.0
100000001111000000000100011000000101,7952,0.06428683200212386,-0.7531185803094718,1.0,1.0
101000001100000011000101001100101101,6236,0.026258547220221813,-0.59528749403815,1.0,1.0
101000001110000001000101011000001101,7990,0.028967908786350843,-0.6207590411129783,1.0,1.0
101000001110000011000101000100011101,1378,0.0,-0.41495885383508463,1.0,1.0
100000001111000000000100011000000101,7086,0.06428683200212386,-0.7531185803094718,1.0,1.0
101000001110000001000101011000001101,8028,0.028967908786350843,-0.6207590411129783,1.0,1.0
100000001110100000000101001100011111,490,0.39278556347628957,-0.24016699522306417,0.20000000000000015,1.0
100000001111000000000101011000001101,8092,0.04915546417120757,-0.6727310451327506,1.0,1.0
000010000010010000000000001000110010,0,8.01831862387181,7.951706021778342,1.3877787807814457E-16,0.9
101000001110000001000101001001001101,3974,0.01342021303555645,-0.5523349172814557,1.0,1.0
101000001110000001000101011000001101,8862,0.028967908786350843,-0.6207590411129783,1.0,1.0
100000001111000000000100011000100101,2814,0.11114313545427645,-0.7387779597368733,0.8,1.0
100000001111000000000101011000001101,4498,0.04915546417120757,-0.6727310451327506,1.0,1.0
100000001110000000000101011000001101,7754,0.05854167588975816,-0.7188085616385832,1.0,1.0
101000001111000001000101011000001101,9160,0.02778474446029735,-0.5920226362842447,1.0,1.0
110010111010000010001101100111011111,0,7.956712721139513,7.420922337636554,1.3877787807814457E-16,1.0
101000001110000001000101011001001101,2916,0.022323337080113168,-0.5830308146850385,1.0,1.0
100000001111000000000101011000001101,9090,0.04915546417120757,-0.6727310451327506,1.0,1.0
101000000100000101000111001100111100,438,0.2249019555474549,-0.2739469177292698,0.40000000000000013,1.0
100000001111000000000101011000001101,4464,0.04915546417120757,-0.6727310451327506,1.0,1.0
100000001111000000000101011000001101,9886,0.04915546417120757,-0.6727310451327506,1.0,1.0
001000001100000101000101001100111001,476,0.011180891311303709,-0.3887334859077094,1.0,1.0
100000001111000000000101011000001101,9072,0.04915546417120757,-0.6727310451327506,1.0,1.0
101000001110000001000101101010001101,6048,2.960594732333751E-17,-0.5237066824622802,1.0,1.0
100000001111000000000101011000001101,7436,0.04915546417120757,-0.6727310451327506,1.0,1.0
100000001100000100000101001100111101,816,0.058204288685898616,-0.6221776572612174,1.0,1.0
100000001110000000000101011000001101,6500,0.05854167588975816,-0.7188085616385832,1.0,1.0
101000001110000001000101011000001101,4962,0.028967908786350843,-0.6207590411129783,1.0,1.0
100000001111000000000100011000000101,5206,0.06428683200212386,-0.7531185803094718,1.0,1.0
100000001101000000000100001100100101,2508,0.06428683200212387,-0.7281198453903823,1.0,1.0
100000001111000000000101011000001101,7114,0.04915546417120757,-0.6727310451327506,1.0,1.0
101000001110000001000101011000001101,4358,0.028967908786350843,-0.6207590411129783,1.0,1.0
101000001110000001000101011000001101,3714,0.028967908786350843,-0.6207590411129783,1.0,1.0
101000001111000001000101011000001101,7808,0.02778474446029735,-0.5920226362842447,1.0,1.0
101000001110000001000101011000001101,3532,0.028967908786350843,-0.6207590411129783,1.0,1.0
101000001110000001000101011000001101,7876,0.028967908786350843,-0.6207590411129783,1.0,1.0
101000001110000001000101011000001101,9476,0.028967908786350843,-0.6207590411129783,1.0,1.0
100000001110100000000101000010111101,440,0.12924998442063423,-0.30177546379806697,0.6000000000000001,1.0
101000001111000001000101011000001101,4784,0.02778474446029735,-0.5920226362842447,1.0,1.0
100000001110000000000101011000001101,5200,0.05854167588975816,-0.7188085616385832,1.0,1.0
101000001111000001000101001100001101,7276,0.012752964523288468,-0.5273067499823854,1.0,1.0
101000001110000001000101011000001101,3456,0.028967908786350843,-0.6207590411129783,1.0,1.0
100000001101000000000100001100100101,2200,0.06428683200212387,-0.7281198453903823,1.0,1.0
100000001111000000000100011000000101,9202,0.06428683200212386,-0.7531185803094718,1.0,1.0
001000100110000101000101110111111010,140,7.936240739715359,7.564801811330712,1.3877787807814457E-16,1.0
101000001110000001000101001100101101,1806,0.021971489294024326,-0.575771584634776,1.0,1.0
100000001111000000000100011000000101,8014,0.06428683200212386,-0.7531185803094718,1.0,1.0
101000001110000001000101011000001101,8450,0.028967908786350843,-0.6207590411129783,1.0,1.0
100000001111000000000101011000001101,8554,0.04915546417120757,-0.6727310451327506,1.0,1.0
101000001110000001000101001100001101,9148,0.013420213035556464,-0.5523349172814558,1.0,1.0
100000001110000000000101011000001101,4494,0.05854167588975816,-0.7188085616385832,1.0,1.0
101000001100000011000001001100001101,1480,1.4802973661668754E-17,-0.44138261380618227,1.0,1.0
100000001110000000000101011000001101,9916,0.05854167588975816,-0.7188085616385832,1.0,1.0
