Full Design,Penalized Target Ratio Objective,Penalized Stiffness Objective,Feasibility Score,Stability Score
011110001011111101111000110110100011,7.934239777694428,7.569839597770413,1.3877787807814457E-16,1.0
110010101111100110110111001000111101,7.964410389009082,7.3842212067837405,1.3877787807814457E-16,1.0
001010100001100111101101010101111000,7.948995504650984,7.587279613222464,1.3877787807814457E-16,1.0
111010101011010101111111101001111101,7.939712613444866,7.429329393769088,1.3877787807814457E-16,1.0
110010101011100010001010010100110101,7.960795742663995,7.404862104973018,1.3877787807814457E-16,1.0
111100011011000101010000110110100111,7.967542851968955,7.3833397645615255,1.3877787807814457E-16,1.0
010100111111111110001110010100110001,7.929573364663865,7.579393727585668,1.3877787807814457E-16,1.0
101010100011010101111111101000111100,7.936971103035575,7.526016746671249,1.3877787807814457E-16,1.0
110010001011100110001011101101101111,7.966875484862452,7.343141077041846,1.3877787807814457E-16,1.0
110011101111111100110101101111111101,7.930701061103501,7.512104236647973,1.3877787807814457E-16,1.0
110010001111111110110111010001101101,7.954918866985677,7.407609852197237,1.3877787807814457E-16,1.0
010110011110011010110000100101100001,7.933342689477852,7.544612483336825,1.3877787807814457E-16,1.0
000100011011100110110100010100110001,7.938480336746378,7.638606043423511,1.3877787807814457E-16,1.0
011010001011111101111100111000110001,7.929841677494217,7.544159437259558,1.3877787807814457E-16,1.0
011010001011101011011110000111010001,7.94867310042734,7.62439955241627,1.3877787807814457E-16,1.0
010000011011111100111100111000110001,7.930305653444844,7.5768364704478435,1.3877787807814457E-16,1.0
101110111011000101010000010101110101,7.957167798190948,7.46147183552143,1.3877787807814457E-16,1.0
110001111001111100100011110111101101,7.946640090819743,7.487366925119003,1.3877787807814457E-16,1.0
111010101111000101110000011101010101,7.961425393298648,7.4427092256028065,1.3877787807814457E-16,1.0
011110100001100011001010110110100010,7.960449517822595,7.475140475673534,1.3877787807814457E-16,1.0
000100101011100110110111001000111001,7.944912196926883,7.581590833326644,1.3877787807814457E-16,1.0
110001100011111100111110010101110100,7.943888642067752,7.554155293737721,1.3877787807814457E-16,1.0
011010001111100101011110010101110011,7.95857659553594,7.462142671222539,1.3877787807814457E-16,1.0
110010101011110110100101101000111111,7.966206086313858,7.3709741180348916,1.3877787807814457E-16,1.0
110010100111100110001111011000101110,7.963273453721258,7.393463682302056,1.3877787807814457E-16,1.0
100010001111100110110111101000101111,7.970543611727645,7.342944193260097,1.3877787807814457E-16,1.0
111110000111001001100011100001111100,7.9435553851080165,7.493788269646211,1.3877787807814457E-16,1.0
100111100111111110110111101011011100,7.958631223943723,7.603348926382768,1.3877787807814457E-16,1.0
110110000011010100110100010011000110,7.9455364636724575,7.527567408534427,1.3877787807814457E-16,1.0
101000001101111101110001011101101101,7.938519146740983,7.559257074731111,1.3877787807814457E-16,1.0
001011010111111001110111001101111000,7.969707850158352,7.626805300353129,1.3877787807814457E-16,1.0
001010000011111101110111011100001000,7.938986488316997,7.5600849855618995,1.3877787807814457E-16,1.0
101010000011010101111111010001101100,7.934662403980805,7.52744388394301,1.3877787807814457E-16,1.0
100111101111111100110100000101110101,7.94828058573975,7.607321969827961,1.3877787807814457E-16,1.0
100111111111111110110111101011111101,7.930569991764235,7.520822471106158,1.3877787807814457E-16,1.0
101010000011000001110001011101101100,7.939713112750384,7.584506362010373,1.3877787807814457E-16,1.0
011011001011111011110110010100110001,7.934507079973338,7.5939788991443935,1.3877787807814457E-16,1.0
010100111100011010001111001010111001,7.932617561856291,7.554320134862796,1.3877787807814457E-16,1.0
110010100111100110111111101001111100,7.945063945307707,7.493907963502785,1.3877787807814457E-16,1.0
010000011011111100111100011101100001,7.938750332804178,7.579785129920687,1.3877787807814457E-16,1.0
100101111111101100111100111000110101,7.932378738384001,7.524704437606233,1.3877787807814457E-16,1.0
110110011011101010001111001010111101,7.953742550154243,7.405344112862669,1.3877787807814457E-16,1.0
111110000101001001110100001101110100,7.964744843074214,7.471903441327079,1.3877787807814457E-16,1.0
100111101111110100100011010110101111,7.942785212521103,7.458662861316998,1.3877787807814457E-16,1.0
011010001011111101111100011101100011,7.938830279496607,7.517757248742913,1.3877787807814457E-16,1.0
010000011011001010110100001101010001,7.9954398785914735,7.928833688817568,1.3877787807814457E-16,1.0
100110101111111110001110001010110101,7.93505388770384,7.490548903226058,1.3877787807814457E-16,1.0
100000111011110000110111011110101101,7.939029890004074,7.474121233905725,1.3877787807814457E-16,1.0
000100101011010100010000011101110001,7.942523496714925,7.627932084226453,1.3877787807814457E-16,1.0
000111111111111110110101101011111001,7.961187095537885,7.620898429441365,1.3877787807814457E-16,1.0
010001111001111100110011010111101001,7.93894444333075,7.601836999312317,1.3877787807814457E-16,1.0
110010011011111100111100111000110101,7.951302411248144,7.4362321379323895,1.3877787807814457E-16,1.0
101011000011010101110101001000111110,7.932093645499024,7.483248132701461,1.3877787807814457E-16,1.0
010111010111111000100111001101111010,7.936077733088624,7.498514987699279,1.3877787807814457E-16,1.0
101010101111110101100011010110101111,7.941046066767373,7.438359900258775,1.3877787807814457E-16,1.0
000001100011111100111101101010001000,8.078812262992665,7.738169150927959,1.3877787807814457E-16,1.0
110010110100111010100110010101110100,7.945175485960164,7.527315414737704,1.3877787807814457E-16,1.0
010110111000011000100111001100111011,7.960253982171868,7.458411125309248,1.3877787807814457E-16,1.0
010111011110111010111111101001111001,7.930604449486288,7.55080736730688,1.3877787807814457E-16,1.0
101010000011010101111111010001101100,7.934662403980805,7.52744388394301,1.3877787807814457E-16,1.0
011010001011011101110100011101010001,7.938943476953538,7.570679878256092,1.3877787807814457E-16,1.0
000100101001010100010000011101100011,7.944740249617889,7.5311505991289565,1.3877787807814457E-16,1.0
