Full Design,Penalized Target Ratio Objective,Penalized Stiffness Objective,Feasibility Score,Stability Score
100000001011000000000100001011000101,0.03975882230094612,-0.7287036029625049,1.0,1.0
100000001001000000000100001011000101,0.049698527876182653,-0.8028460464800199,1.0,1.0
100000001111000000000101001011001101,0.018883975448392553,-0.5832246426841103,1.0,1.0
100000001100000000000100001001000101,0.059638233451419186,-0.8937847873379051,1.0,1.0
101000001001000001000100001011000101,0.02981911672570959,-0.6670974743304072,1.0,1.0
000010001000000000000100101011000001,0.04715440636030304,-0.7175124299861066,1.0,1.0
101000001001000001000100000111000101,0.021999803578192964,-0.5824060853872669,1.0,1.0
100000001001000000000100001011000101,0.049698527876182653,-0.8028460464800199,1.0,1.0
101010001000000001000100001011000101,0.03718127421479807,-0.7239677883528388,1.0,1.0
101000001011000001000100001011000101,0.01987941115047306,-0.6150959726776001,1.0,1.0
101000001011000001000101001011001101,0.0,-0.5321342441674862,1.0,1.0
101010001001000001000100001011000101,0.03556598075249552,-0.6807454831661484,1.0,1.0
100000001101000000000100001011000101,0.0472099386209814,-0.7388530201040999,1.0,1.0
101000001001000001000100001001000101,0.03975882230094612,-0.7287036029625049,1.0,1.0
101000001001000001000101001011001101,0.009939705575236527,-0.5706154278456519,1.0,1.0
101010001001000001000100001001000101,0.043757810178616234,-0.7328520114198976,1.0,1.0
101000001011000001000101001011001101,0.0,-0.5321342441674862,1.0,1.0
101000001001000001000100001011000101,0.02981911672570959,-0.6670974743304072,1.0,1.0
100000001001000000000100001011000101,0.049698527876182653,-0.8028460464800199,1.0,1.0
100000001001000000000100001011000101,0.049698527876182653,-0.8028460464800199,1.0,1.0
101000001001000001000100000111000101,0.021999803578192964,-0.5824060853872669,1.0,1.0
101110001000000001000100101000000101,0.04375781017861623,-0.7328520114198973,1.0,1.0
101010001000000001000101000011001101,0.013183125415330317,-0.5847444052279637,1.0,1.0
101000001001000001000101101011001101,0.009441987724196289,-0.5449619390846637,1.0,1.0
000010001001000000000100001011000001,0.04715440636030304,-0.7175124299861065,1.0,1.0
100000001001000000000100001011000101,0.049698527876182653,-0.8028460464800199,1.0,1.0
100000001001000000000100001111000101,0.0472099386209814,-0.7388530201040998,1.0,1.0
