Full Design,Penalized Target Ratio Objective,Penalized Stiffness Objective,True Target Ratio Objective,True Stiffness Objective,Feasibility Score,Stability Score
101000001000000011000101001010001101,0.03147844799669255,-0.6021137510853926,0.15739223998346275,5117.966884225837,1.0,0.8
101000001100000001000101001010001101,0.03147844799669255,-0.6021137510853926,0.15739223998346275,5117.966884225837,1.0,0.8
101000001000000001000100001010000101,0.1,-0.7843137254901962,0.5,6666.666666666668,1.0,0.6000000000000001
100000001000000000000101001011001101,0.09443534399007765,-0.7177468226522845,0.47217671995038824,6100.847992544418,1.0,0.8
101000001000000001000100001010000101,0.1,-0.7843137254901962,0.5,6666.666666666668,1.0,0.6000000000000001
101000001000000011000101001010001101,0.03147844799669255,-0.6021137510853926,0.15739223998346275,5117.966884225837,1.0,0.8
100000001000000000000101001010001101,0.1,-0.7843137254901962,0.5,6666.666666666668,1.0,0.6000000000000001
101000001000000001000100001010000101,0.1,-0.7843137254901962,0.5,6666.666666666668,1.0,0.6000000000000001
101000001010000001000101001010001101,0.0,-0.5882352941176472,0.0,5000.000000000001,1.0,0.6000000000000001
101000001000000001000100001010000101,0.1,-0.7843137254901962,0.5,6666.666666666668,1.0,0.6000000000000001
101000001000000001000100001010000101,0.1,-0.7843137254901962,0.5,6666.666666666668,1.0,0.6000000000000001
101000001100000001000101001010001101,0.03147844799669255,-0.6021137510853926,0.15739223998346275,5117.966884225837,1.0,0.8
100000001000000000000101001010001101,0.1,-0.7843137254901962,0.5,6666.666666666668,1.0,0.6000000000000001
101000001000000001000100001010000101,0.1,-0.7843137254901962,0.5,6666.666666666668,1.0,0.6000000000000001
101000001000000001000101001010001101,0.033333333333333326,-0.6417112299465242,0.16666666666666663,5454.545454545456,1.0,0.6000000000000001
101000001000000001000101001010001101,0.033333333333333326,-0.6417112299465242,0.16666666666666663,5454.545454545456,1.0,0.6000000000000001
101000001000000001000100001010000101,0.1,-0.7843137254901962,0.5,6666.666666666668,1.0,0.6000000000000001
101000001000000011000101001010001101,0.03147844799669255,-0.6021137510853926,0.15739223998346275,5117.966884225837,1.0,0.8
101000001000000001000100001010000101,0.1,-0.7843137254901962,0.5,6666.666666666668,1.0,0.6000000000000001
101000001000000001000001001010001101,0.0,-0.5882352941176472,0.0,5000.000000000001,1.0,0.5000000000000001
101000001000000001000101000000001101,0.040000000000000015,-0.6535947712418303,0.20000000000000007,5555.5555555555575,1.0,0.30000000000000016
101100001000000001000100001010000101,0.09443534399007765,-0.7177468226522845,0.47217671995038824,6100.847992544418,1.0,0.8
100000001010000000000101001010001101,0.0666666666666667,-0.7058823529411767,0.3333333333333335,6000.000000000002,1.0,0.6000000000000001
101000001000000011000100001010000101,0.09443534399007766,-0.7177468226522846,0.47217671995038835,6100.847992544419,1.0,0.8
101000001000000001000100001010000101,0.1,-0.7843137254901962,0.5,6666.666666666668,1.0,0.6000000000000001
101000001100000001000101001010001101,0.03147844799669255,-0.6021137510853926,0.15739223998346275,5117.966884225837,1.0,0.8
101000001000000011000101001010001101,0.03147844799669255,-0.6021137510853926,0.15739223998346275,5117.966884225837,1.0,0.8
101000001000000001000001101000001101,0.03735836469874754,-0.6047790424940283,0.18679182349373769,5140.62186119924,1.0,0.7000000000000001
101000001010000001000100001010000101,0.0666666666666667,-0.7058823529411767,0.3333333333333335,6000.000000000002,1.0,0.6000000000000001
101000001000000011000100001010000101,0.09443534399007766,-0.7177468226522846,0.47217671995038835,6100.847992544419,1.0,0.8
100000001010000000000101001010001101,0.0666666666666667,-0.7058823529411767,0.3333333333333335,6000.000000000002,1.0,0.6000000000000001
101000001000000001000101001010001101,0.033333333333333326,-0.6417112299465242,0.16666666666666663,5454.545454545456,1.0,0.6000000000000001
101000001000000001000100001010000101,0.1,-0.7843137254901962,0.5,6666.666666666668,1.0,0.6000000000000001
101000001000000001000000001010000101,0.08,-0.7352941176470588,0.4,6249.999999999999,1.0,0.30000000000000016
101000001000000001000101001000001101,0.0666666666666667,-0.7058823529411767,0.3333333333333335,6000.000000000002,1.0,0.30000000000000016
101000001000000001000100001010000101,0.1,-0.7843137254901962,0.5,6666.666666666668,1.0,0.6000000000000001
101000001010000001000100001000000101,0.1,-0.7843137254901962,0.5,6666.666666666668,1.0,0.6000000000000001
100000001000000000000000000010000101,0.15,-0.9411764705882353,0.75,8000.0,1.0,1.1102230246251565E-16
101000001010000001000100001010000101,0.0666666666666667,-0.7058823529411767,0.3333333333333335,6000.000000000002,1.0,0.6000000000000001
101000001000000001000101000000001101,0.040000000000000015,-0.6535947712418303,0.20000000000000007,5555.5555555555575,1.0,0.30000000000000016
101000001010000001000100001011000101,0.0629568959933851,-0.6548649763708784,0.3147844799669255,5566.352299152466,1.0,0.8
100000001000000000000001001000001101,0.12000000000000002,-0.8403361344537814,0.6000000000000001,7142.857142857142,1.0,0.10000000000000009
101000001010000001000100001010000101,0.0666666666666667,-0.7058823529411767,0.3333333333333335,6000.000000000002,1.0,0.6000000000000001
101000001100000001000100001010000101,0.09443534399007766,-0.7177468226522846,0.47217671995038835,6100.847992544419,1.0,0.8
101000001000000011000101000010001101,0.0,-0.5517943108531487,0.0,4690.251642251764,1.0,0.8
101000001000000011000101001010001101,0.03147844799669255,-0.6021137510853926,0.15739223998346275,5117.966884225837,1.0,0.8
101000001010000001000101001000001101,0.033333333333333326,-0.6417112299465242,0.16666666666666663,5454.545454545456,1.0,0.6000000000000001
100000001000000000000100001010000101,0.16666666666666669,-1.008403361344538,0.8333333333333334,8571.428571428572,1.0,1.1102230246251565E-16
