Full Design,Penalized Target Ratio Objective,Penalized Stiffness Objective,True Target Ratio Objective,True Stiffness Objective,Feasibility Score,Stability Score
100000001000000000000110011000000111,0.1984350963921106,-1.0990731304148702,0.9921754819605529,9342.121608526397,0.20000000000000018,0.5000000000000001
110000000010000000001011001010001100,0.02857142857142856,-0.6334841628959277,0.1428571428571428,5384.615384615386,1.1102230246251565E-16,0.6000000000000001
000000001000000000000110001010000011,0.175,-1.0457516339869282,0.875,8888.888888888889,1.1102230246251565E-16,1.1102230246251565E-16
110000001000000000001111001010001111,0.11666666666666665,-0.8304498269896193,0.5833333333333333,7058.823529411764,1.1102230246251565E-16,0.6000000000000001
100000001010000000001010001000000101,0.1142857142857143,-0.8235294117647062,0.5714285714285715,7000.000000000003,0.20000000000000018,0.30000000000000016
101000001000000001001111000010001111,0.04444444444444444,-0.661764705882353,0.2222222222222222,5625.000000000001,1.1102230246251565E-16,0.5000000000000001
110000001000000000001111000010001111,0.10909090909090909,-0.8088235294117648,0.5454545454545454,6875.000000000001,1.1102230246251565E-16,0.5000000000000001
110000001000000000000111001010001111,0.15,-0.9411764705882353,0.75,8000.0,1.1102230246251565E-16,0.6000000000000001
110000001000000000000010001010000101,0.17777777777777776,-1.058823529411765,0.8888888888888888,9000.000000000002,0.20000000000000018,1.1102230246251565E-16
100000001000000000000110011000000111,0.1984350963921106,-1.0990731304148702,0.9921754819605529,9342.121608526397,0.20000000000000018,0.5000000000000001
010000001000000000000100001010000011,0.175,-1.0457516339869282,0.875,8888.888888888889,0.40000000000000013,1.1102230246251565E-16
110000001000000000000110000010000101,0.17777777777777776,-1.058823529411765,0.8888888888888888,9000.000000000002,0.20000000000000018,1.1102230246251565E-16
111000001000000001001111001010001111,0.0833333333333333,-0.743034055727554,0.4166666666666665,6315.789473684209,1.1102230246251565E-16,0.6000000000000001
001000001000000001000111001010001011,0.075,-0.7239819004524889,0.375,6153.846153846155,1.1102230246251565E-16,0.40000000000000013
110000000000000000001011001010001100,0.05714285714285714,-0.6862745098039217,0.2857142857142857,5833.333333333334,1.1102230246251565E-16,0.30000000000000016
110000000010000000000111000010001110,0.11111111111111112,-0.8144796380090499,0.5555555555555556,6923.076923076924,1.1102230246251565E-16,0.6000000000000001
110000001000000000000111001010001111,0.15,-0.9411764705882353,0.75,8000.0,1.1102230246251565E-16,0.6000000000000001
000000001010000000001011001000001011,0.05714285714285712,-0.6862745098039216,0.2857142857142856,5833.333333333333,1.1102230246251565E-16,0.20000000000000018
100000001000000000000010001010000101,0.17142857142857143,-1.0294117647058822,0.8571428571428572,8750.0,0.6000000000000001,1.1102230246251565E-16
110000001000000000001110001000000101,0.15999999999999998,-0.9803921568627452,0.7999999999999999,8333.333333333334,1.1102230246251565E-16,0.10000000000000009
110000001000000000000111001010001111,0.15,-0.9411764705882353,0.75,8000.0,1.1102230246251565E-16,0.6000000000000001
110000001000000000001011001000001111,0.12727272727272726,-0.8627450980392156,0.6363636363636364,7333.333333333333,1.1102230246251565E-16,0.30000000000000016
110000000010000000001011001010001100,0.02857142857142856,-0.6334841628959277,0.1428571428571428,5384.615384615386,1.1102230246251565E-16,0.6000000000000001
110000001000000000000111001010001111,0.15,-0.9411764705882353,0.75,8000.0,1.1102230246251565E-16,0.6000000000000001
110000001000000000001011001000001111,0.12727272727272726,-0.8627450980392156,0.6363636363636364,7333.333333333333,1.1102230246251565E-16,0.30000000000000016
001000001000000001000111001010001011,0.075,-0.7239819004524889,0.375,6153.846153846155,1.1102230246251565E-16,0.40000000000000013
100000001010000000001011001010001101,0.02857142857142856,-0.6334841628959277,0.1428571428571428,5384.615384615386,1.1102230246251565E-16,0.6000000000000001
111000001010000001001011001010001101,0.02222222222222219,-0.6228373702422142,0.11111111111111094,5294.117647058821,1.1102230246251565E-16,0.6000000000000001
000000001000000000001111001010001011,0.075,-0.7239819004524889,0.375,6153.846153846155,1.1102230246251565E-16,0.40000000000000013
110000001000000000001011001010001101,0.08888888888888884,-0.7563025210084032,0.4444444444444442,6428.5714285714275,1.1102230246251565E-16,0.5000000000000001
110000001000000000000111000010001111,0.14545454545454545,-0.9243697478991597,0.7272727272727273,7857.142857142858,1.1102230246251565E-16,0.5000000000000001
100000001000000000000111001010001111,0.13999999999999999,-0.9049773755656109,0.7,7692.307692307692,1.1102230246251565E-16,0.6000000000000001
110000001000000000001111001000001101,0.12,-0.8403361344537815,0.6,7142.857142857143,1.1102230246251565E-16,0.30000000000000016
010000001010000000000110001010000001,0.15,-0.9411764705882353,0.75,8000.0,1.1102230246251565E-16,1.1102230246251565E-16
110000001000000000000100001010000111,0.18,-1.0695187165775402,0.9,9090.909090909092,1.1102230246251565E-16,1.1102230246251565E-16
110000001000000000000110001010000111,0.18333333333333332,-1.085972850678733,0.9166666666666666,9230.76923076923,1.1102230246251565E-16,1.1102230246251565E-16
110000001000010000000111001010001111,0.11666666666666665,-0.8304498269896193,0.5833333333333333,7058.823529411764,1.1102230246251565E-16,0.6000000000000001
110000001000000000001011001010001101,0.08888888888888884,-0.7563025210084032,0.4444444444444442,6428.5714285714275,1.1102230246251565E-16,0.5000000000000001
110000001000000000000110001010000101,0.18,-1.0695187165775402,0.9,9090.909090909092,1.1102230246251565E-16,1.1102230246251565E-16
110000001000000000000111000010001111,0.14545454545454545,-0.9243697478991597,0.7272727272727273,7857.142857142858,1.1102230246251565E-16,0.5000000000000001
110000001000000000000110001000000111,0.2,-1.1764705882352944,1.0,10000.000000000002,1.1102230246251565E-16,1.1102230246251565E-16
